x,y,boh,name
706.5,454.5,25,gar2in
706.51,433.58,16,talipr
706.58,302.59,13,hybapr
706.58,388.9,13,eugega
706.58,471.13,21,ingama
706.59,490.08,11,quaras
706.6,56.9,40,hirttr
706.6,101.8,-1,sipapa
706.6,179.5,22,hybapr
706.6,254.6,125,faraoc
706.6,275,18,cupasy
706.6,291.6,94,swars1
706.6,317.9,30,protte
706.6,352.6,225,heisco
706.6,401.1,117,swars2
706.6,436.9,26,hybapr
706.6,493,58,swars2
706.62,492.01,11,quaras
706.63,208.17,17,tachve
706.66,400.54,11,hybapr
706.67,304.4,57,crotbi
706.68,64.72,19,ingaum
706.7,40.7,11,sipapa
706.7,63.78,28,pit1ma
706.7,218.9,23,poutre
706.7,231.9,41,tab2ar
706.7,234.6,35,faraoc
706.7,289.4,92,faraoc
706.7,305,32,des2pa
706.7,354.6,12,hybapr
706.7,358.8,108,oenoma
706.7,407.3,32,laciag
706.7,455.8,18,mourmy
706.7,497,104,tri2tu
706.72,469.09,34,ingama
706.73,134.54,13,hybapr
706.73,365.24,25,picrla
706.75,310.28,13,alsebl
706.76,136.81,11,hybapr
706.76,172.14,30,cecrin
706.8,6.1,25,hirttr
706.8,102.1,-1,beilpe
706.8,104.5,22,talipr
706.8,104.9,17,beilpe
706.8,135.7,76,simaam
706.8,166.9,86,tri2pa
706.8,214.9,84,alsebl
706.8,260.3,23,hybapr
706.8,330,216,micoar
706.8,336.9,49,tri2tu
706.8,342.7,97,pri2co
706.8,354.2,17,hybapr
706.8,377.7,32,tri2tu
706.8,407.9,91,beilpe
706.8,418,88,faraoc
706.85,55.93,10,ocotpu
706.88,464.54,15,hybapr
706.9,52.2,22,tri2tu
706.9,105.8,-1,sipapa
706.9,134.2,92,cordbi
706.9,136.4,24,tet2pa
706.9,143.5,66,hirttr
706.9,162.3,107,quaras
706.9,205.8,18,hybapr
706.9,296.6,35,hybapr
706.9,377,12,psycho
706.9,382.3,192,gustsu
706.9,419.2,60,cou2cu
706.9,449,43,poutre
706.9,452.7,97,tri2tu
706.9,460.8,28,quaras
706.9,476.9,41,hybapr
706.9,493.1,273,gustsu
706.92,144.61,15,faraoc
706.94,382.01,12,tri2tu
706.95,36.95,18,des2pa
706.95,110.82,15,des2pa
706.95,305.17,40,crotbi
706.96,84.75,12,ingama
706.99,65.43,110,xyl1ma
707,28.6,15,mourmy
707,36.1,23,alsebl
707,133.3,12,psidfr
707,148.7,56,hirttr
707,156.8,12,hybapr
707,162,25,gar2in
707,213.9,105,guargu
707,220.9,55,tripcu
707,232.6,150,faraoc
707,251.7,41,tri2tu
707,257.1,183,eugeoe
707,280.2,658,guatdu
707,331.7,43,pri2co
707,348.6,15,hybapr
707,430,-1,alsebl
707,477.8,70,faraoc
707.01,492.56,15,guargu
707.02,465.1,13,faraoc
707.03,132.5,10,hybapr
707.06,69.25,24,alsebl
707.06,433.3,13,eugeoe
707.09,432.37,11,mourmy
707.1,43.8,38,alsebl
707.1,79.7,100,xyl1ma
707.1,131.8,16,tet2pa
707.1,162.7,-1,psycho
707.1,169.51,11,tri2tu
707.1,190.2,46,quaras
707.1,210.1,73,sipapa
707.1,225.4,35,tab2ar
707.1,255.6,20,cassel
707.1,271.3,46,faraoc
707.1,295.7,470,tab1ro
707.1,387.2,195,swars2
707.1,422.4,17,hybapr
707.1,460.9,17,cappfr
707.1,467.5,258,termam
707.1,494.2,33,eugeoe
707.12,467.8,21,tri2tu
707.15,320.45,11,gar2in
707.15,488.65,11,eugeoe
707.16,25.41,16,guargu
707.17,411.94,28,acaldi
707.2,164.8,51,hybapr
707.2,166.1,32,hybapr
707.2,226.4,19,alsebl
707.2,235,34,faraoc
707.2,237.6,55,quaras
707.2,258.9,34,faraoc
707.2,265.2,99,faraoc
707.2,312.2,23,cappfr
707.2,315.1,32,stylst
707.2,329.2,59,soroaf
707.2,353.1,14,hybapr
707.2,376.2,57,maquco
707.2,420.9,17,hybapr
707.2,466.2,37,des2pa
707.21,301.4,17,psycma
707.22,365.07,22,pterro
707.24,233.99,13,mourmy
707.25,55.57,12,unonpi
707.26,32.69,18,simaam
707.28,194.52,13,hybapr
707.28,387.67,12,acaldi
707.29,67.04,15,ingaum
707.29,378.25,12,hybapr
707.29,476.55,13,ingama
707.3,3.9,14,hybapr
707.3,58.4,19,guargu
707.3,201.3,58,tri2pa
707.3,216.6,101,alsebl
707.3,237.4,13,andiin
707.3,256,51,des2pa
707.3,271.4,88,eugeoe
707.3,426.5,39,hybapr
707.3,435.2,35,soroaf
707.3,444.6,33,cappfr
707.3,460.3,19,swars1
707.3,488.5,70,ade1tr
707.31,371.71,10,tri2tu
707.35,474.21,14,ingama
707.4,4.3,44,xyl1ma
707.4,8.16,12,gar2in
707.4,35.3,23,mourmy
707.4,51.3,39,tri2pa
707.4,83.6,47,drypst
707.4,129.8,14,mourmy
707.4,165.1,25,hybapr
707.4,192.5,52,hybapr
707.4,221.7,-1,alsebl
707.4,274.5,21,gar2in
707.4,278.1,16,faraoc
707.4,298.8,-1,cappfr
707.4,339.6,382,alsebl
707.4,393.53,11,mourmy
707.4,455,-1,virose
707.44,41.06,14,hybapr
707.45,153.73,24,cordla
707.45,398.55,28,ingas1
707.46,59.78,10,swars2
707.47,194.08,12,psycho
707.48,145.12,11,faraoc
707.49,174.78,55,cecrin
707.49,284,17,ingas1
707.5,15.1,71,faraoc
707.5,28.1,12,eugene
707.5,44.2,198,xyl1ma
707.5,57.6,10,guarsp
707.5,82.1,-1,ingaqu
707.5,85.2,188,aspicr
707.5,103.7,11,beilpe
707.5,133.9,28,protpa
707.5,136.4,29,swars1
707.5,167.5,18,hybapr
707.5,206.3,32,cappfr
707.5,219.8,21,eugega
707.5,251.2,52,protpa
707.5,332.1,67,tri2tu
707.5,345.1,37,tri2tu
707.5,368.6,31,psycho
707.5,443.6,40,virose
707.51,56.54,10,chr1ec
707.52,368.76,20,eugeoe
707.57,71.24,22,gustsu
707.58,386.24,11,des2pa
707.58,494.81,12,ardife
707.6,39,45,hybapr
707.6,45.3,27,xyl1ma
707.6,105.9,271,hirttr
707.6,142.2,55,faraoc
707.6,150.11,27,crotbi
707.6,169.8,10,mourmy
707.6,184.7,33,hybapr
707.6,189.8,97,faraoc
707.6,194.3,105,vismba
707.6,220.3,54,stylst
707.6,280.6,27,poutre
707.6,284.2,30,cassel
707.6,384.7,46,des2pa
707.6,397.7,17,eugeoe
707.6,400.2,22,gar2in
707.6,404.8,20,hybapr
707.6,434.4,107,tri2tu
707.6,467.88,25,ingama
707.62,352.46,11,hybapr
707.63,135.89,11,hybapr
707.63,395.19,74,cecrin
707.65,434.28,10,psycho
707.67,27.63,-1,cordla
707.69,232.39,36,ingaum
707.7,65.1,31,celtsc
707.7,70.1,20,hirttr
707.7,89.6,480,cecrin
707.7,90.4,22,des2pa
707.7,100.6,513,ocotwh
707.7,310.8,19,drypst
707.7,319.3,-1,alsebl
707.7,321.9,-1,des2pa
707.7,341.4,48,tri2tu
707.7,373.2,23,sipapa
707.7,375.48,12,tri2tu
707.7,376.5,13,virose
707.71,304.18,11,alsebl
707.71,310.55,15,xyl1ma
707.72,180.27,59,cecrin
707.73,374.48,21,eugeoe
707.8,78.57,12,stylst
707.8,134.2,37,tri2tu
707.8,141.5,-1,swars1
707.8,223.1,16,cappfr
707.8,334.5,89,faraoc
707.8,425.2,185,guatdu
707.8,438.1,15,hirttr
707.83,144.64,12,hybapr
707.84,463.78,21,ingama
707.86,428.72,-1,tri2pa
707.9,123,-1,tripcu
707.9,190,107,maquco
707.9,201.5,19,des2pa
707.9,211.1,20,hybapr
707.9,223.2,155,maquco
707.9,275.9,16,faraoc
707.9,351.1,31,faraoc
707.9,436.8,-1,hybapr
707.9,438.3,215,alsebl
707.9,466.1,32,hybapr
707.92,43.46,16,xyl1ma
707.96,252.85,15,tri2tu
707.98,180.37,21,jac1co
708,13.2,64,faraoc
708,58.2,24,drypst
708,66.48,13,eugeoe
708,66.8,19,alsebl
708,134,16,eugega
708,136.2,15,hybapr
708,146,14,talipr
708,184.1,17,quaras
708,238.3,29,mourmy
708,246.7,38,tri2tu
708,249.6,51,picrla
708,255.8,-1,eugene
708,268.5,47,caseac
708,308.4,58,mourmy
708,395.5,32,hybapr
708,424.5,66,swars2
708,433.1,59,faraoc
708.02,475.59,12,ingama
708.04,436.08,11,taline
708.1,28.6,14,faraoc
708.1,124.9,22,licapl
708.1,156.9,14,gar2in
708.1,205.2,-1,hybapr
708.1,254.1,42,faraoc
708.1,255.7,-1,des2pa
708.1,379.6,56,tri2tu
708.1,380.9,90,faraoc
708.1,387.9,53,protte
708.1,409.4,15,hybapr
708.1,415,123,gustsu
708.1,434.9,18,tri2pa
708.1,441.2,48,poutre
708.1,447.1,17,psycho
708.1,452.9,17,quaras
708.1,454.8,202,gustsu
708.1,477.3,11,poutre
708.1,484.3,60,faraoc
708.1,493,15,mourmy
708.12,140.74,14,tachve
708.13,365.75,20,mourmy
708.14,137.14,12,hybapr
708.15,115.56,-1,chr2ar
708.15,489.85,14,loncla
708.16,186.56,15,hybapr
708.2,5,107,drypst
708.2,17.4,13,mourmy
708.2,41.7,22,alsebl
708.2,49.3,26,beilpe
708.2,80.1,46,taline
708.2,80.6,51,hybapr
708.2,125.8,185,unonpi
708.2,127.26,10,hybapr
708.2,134.5,21,psidfr
708.2,142.6,44,hybapr
708.2,190.9,18,mourmy
708.2,253.5,34,hybapr
708.2,317.7,74,lacmpa
708.2,340.6,111,tri2tu
708.2,370.5,1040,ficuc2
708.2,377.7,55,mourmy
708.2,387.2,39,gar2in
708.2,390.58,15,eugeoe
708.2,407.8,27,hybapr
708.2,416.4,30,hybapr
708.2,421.1,98,jac1co
708.2,429.1,29,cupasy
708.2,437.1,12,hybapr
708.21,46.09,10,hybapr
708.21,302.51,16,ingas1
708.25,208.3,16,des2pa
708.26,172.66,26,cecrin
708.26,470.54,11,des2pa
708.27,153.94,20,hampap
708.3,60.9,61,faraoc
708.3,78.8,19,drypst
708.3,80.3,22,des2pa
708.3,141,38,des2pa
708.3,193.5,62,des2pa
708.3,223.1,59,faraoc
708.3,243.9,59,tri2tu
708.3,340.2,12,psycho
708.3,396.1,36,eugeoe
708.3,413.8,38,swars2
708.3,425.7,93,faraoc
708.3,462.2,55,des2pa
708.32,482.8,13,ingama
708.35,389.14,20,faraoc
708.38,226.49,15,guargu
708.38,476.81,11,mourmy
708.4,2.6,16,drypst
708.4,28.1,16,tet2pa
708.4,37.6,60,faraoc
708.4,137.9,77,tachve
708.4,138.5,22,hybapr
708.4,141.6,29,tachve
708.4,220.3,15,des2pa
708.4,223.8,36,tri2tu
708.4,253.2,343,gustsu
708.4,274.6,97,faraoc
708.4,300.3,159,gar2in
708.4,432,48,soroaf
708.4,450.8,64,hybapr
708.41,472.15,23,ingama
708.41,480.28,23,pse1se
708.42,186.18,13,hybapr
708.42,424.58,14,eugega
708.5,25.1,36,unonpi
708.5,45.1,42,hybapr
708.5,195.3,18,hybapr
708.5,271.5,290,gustsu
708.5,297.4,67,tri2tu
708.5,366.6,36,tri2tu
708.5,367.6,24,hybapr
708.5,367.9,14,chr2ar
708.5,426.4,16,hybapr
708.5,430.8,29,guargu
708.5,457.4,39,hybapr
708.51,300.6,15,faraoc
708.54,176.67,17,sipapa
708.57,474.47,14,acaldi
708.58,178.32,27,cecrin
708.59,400.59,42,ingas1
708.59,462.74,14,tropra
708.6,28.7,45,des2pa
708.6,29.5,244,ocotwh
708.6,44.3,15,hybapr
708.6,44.7,10,alsebl
708.6,54.5,29,nectci
708.6,137.5,-1,nectgl
708.6,144.8,32,faraoc
708.6,197.4,51,des2pa
708.6,206.5,12,des2pa
708.6,331.9,36,guargu
708.6,363.3,12,picrla
708.6,403.1,157,virose
708.6,437.9,23,swars2
708.6,451,-1,hybapr
708.62,80.74,12,alsebl
708.65,207.26,14,tet2pa
708.66,174.27,24,cecrin
708.7,22,-1,hybapr
708.7,25.4,17,tab2ar
708.7,27.5,79,faraoc
708.7,295.7,36,hybapr
708.7,300.5,45,des2pa
708.7,305,20,des2pa
708.7,322,-1,gar2in
708.7,334.4,30,hybapr
708.7,340.4,55,gar2in
708.7,403.3,65,brosal
708.7,422.2,379,alsebl
708.7,436.93,15,faraoc
708.7,444.2,20,tri2tu
708.7,446,86,tri2pa
708.71,202.74,17,aphesi
708.76,377.67,-1,tri2tu
708.79,263.97,26,acaldi
708.8,11.7,37,faraoc
708.8,40.2,30,maquco
708.8,91.9,310,ocotwh
708.8,105.7,14,swars1
708.8,131,37,tachve
708.8,157,53,gar2in
708.8,165.2,24,tachve
708.8,176.9,52,loncla
708.8,190.9,58,cappfr
708.8,208.3,17,psycho
708.8,233.8,35,talipr
708.8,238.2,94,faraoc
708.8,244.7,21,faraoc
708.8,277.3,21,faraoc
708.8,278.7,16,faraoc
708.8,282.5,29,psycho
708.8,309.5,24,hybapr
708.8,311.2,12,pentma
708.8,318.8,15,mourmy
708.8,341.1,57,gar2in
708.8,349.2,20,eugega
708.8,370,42,poutre
708.8,386,22,tri2tu
708.8,458,-1,hybapr
708.82,84.16,30,xyl1ma
708.82,482.7,15,ingama
708.83,139.74,12,mourmy
708.88,387.92,12,acaldi
708.9,0.7,24,hybapr
708.9,19.1,38,hirttr
708.9,48.3,20,hybapr
708.9,53.7,254,xyl1ma
708.9,81.5,113,unonpi
708.9,88.8,14,alsebl
708.9,105.5,18,des2pa
708.9,122.7,181,guargu
708.9,126,-1,eugega
708.9,132.1,37,quaras
708.9,132.9,16,coccco
708.9,221.8,19,xyl1ma
708.9,261.2,-1,eugene
708.9,296.4,166,guetfo
708.9,332.3,22,eugega
708.9,353.5,25,hirttr
708.9,353.9,23,hybapr
708.9,386.6,19,hirttr
708.9,407.3,16,hybapr
708.9,408.6,51,cappfr
708.9,454.7,14,psycho
708.9,455.7,-1,guargu
708.9,456.4,23,beilpe
708.9,474.3,88,faraoc
708.9,479.1,19,hybapr
708.9,484.6,31,quaras
708.9,485.9,52,tri2tu
708.9,493.8,45,soroaf
708.92,396.56,14,hybapr
708.93,33.62,14,hybapr
708.96,150.24,12,tri2tu
708.98,465.19,22,nectgl
708.99,64.57,11,tet2pa
709,8.2,19,picrla
709,33.8,30,ocotob
709,38,35,hybapr
709,65.2,13,hirttr
709,101.2,-1,drypst
709,130.1,31,ingas1
709,170.4,-1,hybapr
709,172.07,47,cecrin
709,223,24,quaras
709,252.1,-1,poutre
709,273.2,17,faraoc
709,276.4,58,pri2co
709,285.8,38,des2pa
709,375.8,788,pri2co
709,483.1,291,alsebl
709,484.2,-1,cappfr
709.01,307.24,13,alsebl
709.02,39.4,12,gar2in
709.02,48.56,10,calolo
709.02,309.32,30,acaldi
709.04,135.48,11,hybapr
709.05,172.56,25,cecrin
709.09,174.78,52,cecrin
709.1,50.1,16,faraoc
709.1,51.4,26,hybapr
709.1,64.8,22,ery2pa
709.1,131.2,37,faraoc
709.1,150.96,22,crotbi
709.1,237.9,13,poutre
709.1,239.1,36,tri2tu
709.1,249.2,-1,chr2ar
709.1,254.6,45,tachve
709.1,305.6,26,chr2ca
709.1,308.9,61,gar2in
709.1,311.5,27,eugega
709.1,389.3,125,guetfo
709.1,392.7,36,mourmy
709.1,393.4,27,tri2tu
709.1,441.8,82,faraoc
709.1,454.1,-1,guargu
709.1,462,29,hybapr
709.14,165.44,17,protte
709.14,178.45,64,cecrin
709.15,73.82,16,alsebl
709.15,81.23,16,alsebl
709.15,230.11,22,alsebl
709.16,177.76,29,cecrin
709.2,48.2,38,des2pa
709.2,123.7,94,xyl1ma
709.2,161.1,23,mourmy
709.2,205.7,63,faraoc
709.2,275.2,36,faraoc
709.2,277.4,192,gustsu
709.2,278.9,36,des2pa
709.2,410.3,43,faraoc
709.2,416.8,44,faraoc
709.2,436.2,25,tri2tu
709.2,451.2,20,des2pa
709.2,499.1,19,hybapr
709.23,373.98,40,simaam
709.23,398.65,16,hybapr
709.26,305.99,14,drypst
709.27,373.03,13,eugeoe
709.28,81.72,30,hybapr
709.3,2.9,44,hirttr
709.3,5.7,57,swars2
709.3,28.8,-1,hybapr
709.3,126.3,87,eugeco
709.3,143.7,24,des2pa
709.3,222.8,-1,gar2ma
709.3,242.3,29,tri2tu
709.3,250.4,25,tri2tu
709.3,251.6,126,faraoc
709.3,289,29,hybapr
709.3,311,360,drypst
709.3,311.4,39,hybapr
709.3,353.1,15,hybapr
709.3,353.8,12,hybapr
709.3,408.4,343,alsebl
709.3,481.7,23,hybapr
709.3,499.3,74,swars2
709.31,306.44,10,eugeoe
709.32,65.13,14,hampap
709.33,310.6,13,ingas1
709.34,69.5,41,cecrin
709.4,15.6,13,maquco
709.4,31.8,66,faraoc
709.4,77.5,-1,ocotce
709.4,97.2,104,oenoma
709.4,109.1,70,unonpi
709.4,139.6,26,macrgl
709.4,164.7,25,ingas1
709.4,181.1,231,virose
709.4,293.1,19,hybapr
709.4,299.2,322,protte
709.4,317.8,14,cupasy
709.4,341.3,16,simaam
709.4,348,17,mourmy
709.4,363.9,46,protpa
709.4,411,18,ardife
709.4,470.36,16,ingama
709.41,86.33,14,des2pa
709.43,300.54,22,hybapr
709.43,429.67,18,ingas1
709.44,173.78,24,pipere
709.48,471.33,11,guargr
709.49,233.39,82,crotbi
709.5,124.1,40,cappfr
709.5,137,24,mourmy
709.5,149.4,82,faraoc
709.5,196,17,hybapr
709.5,237.9,25,picrla
709.5,243.5,21,tri2tu
709.5,251.8,48,des2pa
709.5,286.1,296,heisco
709.5,316.5,27,tri2tu
709.5,369.4,21,des2pa
709.5,419.7,29,acaldi
709.5,423.5,19,ouralu
709.5,439.9,16,talipr
709.5,462.1,14,quaras
709.5,483.3,23,cupasy
709.5,483.6,265,tri2tu
709.57,324.17,13,acaldi
709.59,84.09,16,hybapr
709.6,0.6,46,swars1
709.6,9,24,swars2
709.6,15.5,32,heisco
709.6,31.8,19,hybapr
709.6,41.6,30,protpa
709.6,67.2,37,tri2tu
709.6,125,22,swars1
709.6,132.5,46,tachve
709.6,202.84,16,protte
709.6,225.2,74,faraoc
709.6,286.4,28,gar2in
709.6,320.3,80,swars2
709.6,405.8,23,hybapr
709.6,406.6,19,faraoc
709.6,490.2,31,tet2pa
709.61,175.59,31,cecrob
709.62,224.64,20,eugeco
709.63,228.1,12,tri2tu
709.65,367.73,16,ocotob
709.66,479.87,18,guargu
709.67,245.44,12,ingas1
709.68,373.89,13,ingas1
709.7,0.1,15,hybapr
709.7,8.9,92,faraoc
709.7,23,12,hybapr
709.7,102.7,33,des2pa
709.7,145,30,faraoc
709.7,210.7,-1,swars1
709.7,220.1,-1,alsebl
709.7,230.4,25,hybapr
709.7,236.9,19,des2pa
709.7,250.3,31,mourmy
709.7,335.7,17,psycho
709.7,338.1,22,cappfr
709.7,350.9,22,hybapr
709.7,386.4,40,hybapr
709.7,396,21,eugega
709.7,396.55,12,tri2tu
709.7,403.2,418,apeime
709.7,405.9,29,hybapr
709.7,441.4,28,hybapr
709.7,442.1,25,tri2tu
709.7,444.5,18,guargu
709.71,247.19,13,hybapr
709.75,16.26,12,cou2cu
709.76,171.15,14,sipapa
709.78,136.71,12,pla1pi
709.79,177.14,23,ficuc2
709.8,2,13,gar2in
709.8,74.6,17,des2pa
709.8,111,-1,psycho
709.8,129.2,488,macrgl
709.8,133.7,38,tet2pa
709.8,141.3,27,simaam
709.8,263.9,278,casear
709.8,324.6,90,gar2in
709.8,336.5,15,psycho
709.8,404,16,hybapr
709.8,404.5,21,hybapr
709.8,423.1,51,brosal
709.8,436,37,faraoc
709.8,468.06,10,tab2ar
709.8,498.7,124,quaras
709.82,389.7,17,eugeoe
709.84,440.38,13,psycho
709.85,40.69,12,sympgl
709.86,78.79,11,aspicr
709.88,227.65,10,alsebl
709.9,7.6,16,ery2ma
709.9,21.4,20,tet2pa
709.9,39.5,34,xyl1ma
709.9,177.4,90,faraoc
709.9,200.9,13,aspicr
709.9,204.1,30,hybapr
709.9,204.3,285,alsebl
709.9,241.2,47,cappfr
709.9,250.9,15,faraoc
709.9,314.9,32,drypst
709.9,315.8,10,cupasy
709.9,350.3,17,hybapr
709.9,354.9,14,hybapr
709.9,383.5,57,tri2tu
709.9,385.7,50,tri2tu
709.9,435.4,31,heisco
709.9,458.6,392,termob
709.92,388.58,10,eugeoe
710,70.9,-1,hybapr
710,87,32,hybapr
710,128.6,40,ouralu
710,229.2,40,tet2pa
710,243.8,254,lacmpa
710,320.2,16,des2pa
710,335.9,-1,annoac
710.09,82.32,11,pla1pi
710.09,84.63,22,protte
710.1,3.9,10,hirttr
710.1,62.8,40,andiin
710.1,73.5,38,ery2ma
710.1,75.7,54,protte
710.1,111.7,19,pipeco
710.1,133.63,11,mourmy
710.1,138.2,19,mourmy
710.1,144.5,17,des2pa
710.1,215.9,22,drypst
710.1,224.4,42,faraoc
710.1,320.8,28,brosal
710.1,334.1,12,hybapr
710.1,347.8,17,mourmy
710.1,350.2,-1,hybapr
710.1,353.6,24,hybapr
710.1,398.5,82,maquco
710.1,490.1,-1,cappfr
710.1,496.9,119,guatdu
710.1,498.6,29,virose
710.15,72.61,28,guatdu
710.15,484.11,-1,eugeoe
710.16,127.36,11,mourmy
710.17,286.91,18,xyl1ma
710.17,392,14,eugeoe
710.19,482.13,22,ingama
710.2,41,820,poular
710.2,44.4,10,hybapr
710.2,72.9,36,guarsp
710.2,93.3,50,des2pa
710.2,100.4,73,maquco
710.2,133.5,50,faraoc
710.2,189.8,28,des2pa
710.2,218.4,50,swars1
710.2,236.4,71,tri2tu
710.2,247.4,22,faraoc
710.2,275.3,20,faraoc
710.2,303.1,29,sipapa
710.2,323.9,175,gar2in
710.2,325.2,126,tri2tu
710.2,365.8,92,alsebl
710.2,396.5,35,quaras
710.2,491.4,19,faraoc
710.22,170.89,51,cecrin
710.25,306.33,11,eugeoe
710.26,78.94,11,sipapa
710.27,82.49,20,hybapr
710.29,298.62,12,eugeoe
710.3,48.4,23,hybapr
710.3,69.61,21,cecrob
710.3,74.1,22,ingaqu
710.3,85.1,42,talipr
710.3,116,32,acaldi
710.3,123.9,23,talipr
710.3,142.8,110,alsebl
710.3,152.8,104,faraoc
710.3,162,18,hybapr
710.3,166.3,172,virose
710.3,191.5,30,faraoc
710.3,217.6,77,ocotce
710.3,225.6,39,hybapr
710.3,314.2,28,psycho
710.3,361.9,319,tri2tu
710.3,378.9,17,psycho
710.3,450.2,159,gustsu
710.3,477,27,cupasy
710.3,484.7,140,alsebl
710.31,373.73,13,rinosy
710.34,468.5,37,ingama
710.38,288.31,11,pentma
710.4,46.1,37,unonpi
710.4,53,-1,chr2ar
710.4,92.8,45,beilpe
710.4,100.1,20,des2pa
710.4,127.13,13,mourmy
710.4,127.82,-1,eugega
710.4,139.1,93,faraoc
710.4,139.4,17,mourmy
710.4,139.9,15,tri2tu
710.4,145.4,44,tachve
710.4,161,51,hybapr
710.4,193.4,27,hybapr
710.4,208.9,15,tri2tu
710.4,262.5,-1,swars1
710.4,266.5,18,hybapr
710.4,281.3,68,faraoc
710.4,321.6,175,tri2tu
710.4,344.8,73,gar2in
710.4,364.7,-1,psycho
710.4,479.6,26,des2pa
710.4,497.2,100,poular
710.41,141.13,17,hassfl
710.41,380.88,16,eugeoe
710.42,374.59,26,tet2pa
710.46,296.68,11,dio2ar
710.47,186,13,hybapr
710.49,115.84,20,acaldi
710.49,469.61,12,ingama
710.5,0.6,23,hybapr
710.5,16.5,72,faraoc
710.5,44.5,28,des2pa
710.5,116.4,20,guarsp
710.5,152.7,190,hirttr
710.5,250.1,23,hybapr
710.5,294.6,26,swars1
710.5,295.3,14,psycho
710.5,333.8,33,hybapr
710.51,114.82,10,casesy
710.51,332.48,11,protco
710.52,230.98,18,faraoc
710.55,194.32,14,hybapr
710.55,232.56,126,cordal
710.56,75.91,36,bactc1
710.58,469.88,27,ingama
710.6,3.1,292,tri2tu
710.6,49.8,28,hybapr
710.6,60.6,96,hirttr
710.6,127.4,31,protte
710.6,134.4,630,alsebl
710.6,137.9,-1,tripcu
710.6,215.7,13,des2pa
710.6,259.5,46,faraoc
710.6,348.1,17,faraoc
710.6,351,16,chr2ar
710.6,398.3,19,cappfr
710.6,434.5,97,faraoc
710.6,488.8,-1,hybapr
710.6,490.3,25,faraoc
710.6,494.7,12,hybapr
710.61,370.63,11,tri2tu
710.64,163.28,-1,alsebl
710.64,295.13,11,ingas1
710.64,386.64,11,eugeoe
710.66,224.24,20,vismba
710.68,429.21,13,chr2ca
710.7,22.1,22,tet2pa
710.7,34.6,33,hirttr
710.7,77.9,52,faraoc
710.7,109.9,28,des2pa
710.7,152.3,36,hybapr
710.7,158.1,65,faraoc
710.7,198.9,108,faraoc
710.7,206.3,210,guargu
710.7,243.3,104,randar
710.7,294,52,tri2tu
710.7,300.7,24,hybapr
710.7,327.9,25,faraoc
710.7,329.4,32,faraoc
710.7,335.9,-1,ouralu
710.7,369.6,39,rinosy
710.7,372.9,22,alsebl
710.7,375.7,110,hassfl
710.7,395.4,50,xyl1ma
710.7,434.1,29,soroaf
710.7,499.4,28,faraoc
710.71,254.01,10,talipr
710.74,293.58,17,psycma
710.8,12.4,57,gar2in
710.8,65.2,31,tet2pa
710.8,93.2,25,beilpe
710.8,134.7,34,des2pa
710.8,189.6,150,ade1tr
710.8,238.8,72,ingas1
710.8,274.3,16,faraoc
710.8,296.7,470,guapst
710.8,332.7,121,ingaqu
710.8,368,53,pentma
710.8,378.9,18,psycho
710.8,389.2,44,cupasy
710.8,437.3,230,tri2pa
710.8,497.7,58,faraoc
710.81,329.67,14,nectgl
710.86,240.9,10,ingas1
710.89,200.86,22,unonpi
710.9,50.5,28,xyl1ma
710.9,110.4,12,poutre
710.9,130.6,140,tri2tu
710.9,242.6,29,cappfr
710.9,268.4,93,faraoc
710.9,306.1,16,alsebl
710.9,326,1097,pri2co
710.9,363.3,68,tab1ro
710.9,364.2,14,rinosy
710.9,388.9,393,ast2gr
710.9,395.9,43,virose
710.9,456.1,25,quaras
710.9,472,75,swars2
710.9,493,152,gustsu
710.94,472.63,23,ingama
710.95,84.59,11,hybapr
710.96,481.95,-1,ingama
711,3.1,36,hybapr
711,86.5,25,hybapr
711,92.3,21,cassel
711,160.5,35,gar2in
711,196.3,22,des2pa
711,218.7,27,drypst
711,220.3,20,alsebl
711,244.9,17,tri2tu
711,348.2,365,swars1
711,372.2,31,eugega
711,436.2,17,faraoc
711,446.8,18,psycho
711,474.4,55,laciag
711.03,391.57,24,eugeoe
711.04,172.24,16,ingago
711.08,301.11,11,eugeoe
711.1,11.9,200,drypst
711.1,36.9,16,des2pa
711.1,64.4,45,faraoc
711.1,76.7,24,des2pa
711.1,77.6,86,cou2cu
711.1,102.8,13,eugega
711.1,139.8,34,xyl1ma
711.1,204.8,13,hybapr
711.1,205.1,-1,cappfr
711.1,229.38,16,alsebl
711.1,275.6,91,faraoc
711.1,288.7,90,tri2tu
711.1,311.6,55,tri2tu
711.1,317,31,mourmy
711.1,317.2,18,des2pa
711.1,322.8,95,faraoc
711.1,411.6,583,guapst
711.1,423.4,23,hybapr
711.1,431.7,143,faraoc
711.1,432.6,21,hybapr
711.1,490.2,57,faraoc
711.12,388.08,19,eugeoe
711.13,230.68,19,alsebl
711.16,392.58,11,gar2in
711.19,140.32,11,mourmy
711.2,6,14,tri2tu
711.2,15.2,-1,mourmy
711.2,23.6,22,faraoc
711.2,191.6,127,faraoc
711.2,207.7,17,protte
711.2,214.9,19,stylst
711.2,222.8,-1,quaras
711.2,233.1,-1,swars1
711.2,258.1,21,des2pa
711.2,384,83,tri2tu
711.2,400.5,-1,hybapr
711.2,446.1,14,hybapr
711.2,456.5,22,hybapr
711.2,485.7,-1,caseac
711.2,488.6,106,gustsu
